"UniProtID","functional_class"
"Q9ZR72","Transporter"
"P32705","Transporter"
"O80725","Transporter"
"Q9LJX0","Transporter"
"Q9FFD0","Transporter"
"Q9LU77","Transporter"
"P39344","Transporter"
"P10384","Transporter"
"O15427","Transporter"
"P53311","Transporter"
"P53157","Transporter"
"Q99NH7","Transporter"
"P0AC98","Transporter"
"Q6ZQN7","Transporter"
"Q9JHI3","Transporter"
"Q90YM5","Transporter"
"Q9Y694","Transporter"
"O00476","Transporter"
"Q99JD3","Transporter"
"P32089","Transporter"
"Q9SYD6","Transporter"
"Q9UBX3","Transporter"
"Q9VDQ0","Transporter"
"Q8WWT9","Transporter"
"Q6RVG2","Transporter"
"Q9M038","Transporter"
"Q02978","Transporter"
"P0AEX3","Transporter"
"Q5DTL9","Transporter"
"Q55461","Transporter"
"P39660","Transporter"
"Q99297","Transporter"
"P0AFR2","Transporter"
"Q14SY0","Transporter"
"Q04013","Transporter"
"Q9SFB0","Transporter"
"P38152","Transporter"
"Q8CFD0","Transporter"
"Q06143","Transporter"
"Q8LG88","Transporter"
"Q9VVT2","Transporter"
"Q9C5M0","Transporter"
"P0ABN9","Transporter"
"Q9FY68","Transporter"
"Q9SB52","Transporter"
"P0ABN5","Transporter"
"Q41364","Transporter"
"Q9SJE9","Transporter"
"P33303","Transporter"
"P32739","Transporter"
"P50537","Transporter"
"Q93655","Transporter"
"Q21339","Transporter"
"Q93Z29","Transporter"
"Q4U2R8","Transporter"
"Q8L7Z9","Transporter"
"Q9BY07","Transporter"
"Q9R1N3","Transporter"
"Q5A1L6","Transporter"
"Q63ZE4","Transporter"
"Q9H2Y9","Transporter"
"Q944G5","Transporter"
"P25346","Transporter"
"P08194","Transporter"
"Q59Q30","Transporter"
"Q8H0T6","Transporter"
"Q8RXN3","Transporter"
"P10905","Transporter"
"Q9LF61","Transporter"
"Q9M5A9","Transporter"
"O43826","Transporter"
"Q8TED4","Transporter"
"P0AGC0","Transporter"
"Q14728","Transporter"
"O15439","Transporter"
"Q12251","Transporter"
"Q5VQL3","Transporter"
"B2RX12","Transporter"
"Q9QZX8","Transporter"
"Q8CG09","Transporter"
"Q5ATG7","Transporter"
"Q7PC87","Transporter"
"P0AA67","Transporter"
"P0AD99","Transporter"
"P36062","Transporter"
"Q42400","Transporter"
"Q9C6M2","Transporter"
"Q9SX98","Transporter"
"Q9FKS8","Transporter"
"Q84WE9","Transporter"
"P76249","Transporter"
"P46136","Transporter"
"O88576","Transporter"
"Q9UN76","Transporter"
"A6NNN8","Transporter"
"Q969I6","Transporter"
"P42200","Transporter"
"O00341","Transporter"
"O34739","Transporter"
"Q9UPY5","Transporter"
"Q9URZ4","Transporter"
"P0AE30","Transporter"
"P54536","Transporter"
"P11667","Transporter"
"O07002","Transporter"
"Q5ZJX0","Transporter"
"O43246","Transporter"
"P08555","Transporter"
"P40074","Transporter"
"P0AER5","Transporter"
"Q91WN3","Transporter"
"Q9X4A5","Transporter"
"P48067","Transporter"
"P06775","Transporter"
"P0AG34","Transporter"
"P75826","Transporter"
"P25737","Transporter"
"P38734","Transporter"
"Q8N370","Transporter"
"Q9JHE5","Transporter"
"P47082","Transporter"
"Q10074","Transporter"
"P31662","Transporter"
"Q60DN5","Transporter"
"P0AG38","Transporter"
"Q12372","Transporter"
"P34579","Transporter"
"P48066","Transporter"
"P31641","Transporter"
"P18275","Transporter"
"Q10482","Transporter"
"P0AEQ6","Transporter"
"Q01356","Transporter"
"Q96SA4","Transporter"
"P0AAD8","Transporter"
"Q04671","Transporter"
"Q4V5R4","Transporter"
"Q0WQJ3","Transporter"
"O60146","Transporter"
"Q9C0U9","Transporter"
"Q9VA73","Transporter"
"Q28I47","Transporter"
"P40901","Transporter"
"Q8GYS4","Transporter"
"Q9LXF8","Transporter"
"Q9LI61","Transporter"
"Q9M8L9","Transporter"
"O80668","Transporter"
"F4IUW3","Transporter"
"P39981","Transporter"
"P40501","Transporter"
"O59942","Transporter"
"Q9FNA5","Transporter"
"O59813","Transporter"
"O31809","Transporter"
"Q12116","Transporter"
"O34931","Transporter"
"O34315","Transporter"
"Q4V8B1","Transporter"
"Q8L3K8","Transporter"
"P46921","Transporter"
"P46922","Transporter"
"F4HW02","Transporter"
"P57758","Transporter"
"Q9VCR7","Transporter"
"P38125","Transporter"
"P50944","Transporter"
"P38101","Transporter"
"Q04602","Transporter"
"Q9C9J0","Transporter"
"G5EBM5","Transporter"
"P54582","Transporter"
"P76630","Transporter"
"P23173","Transporter"
"P0AAD4","Transporter"
"Q41050","Transporter"
"P25568","Transporter"
"Q9VR07","Transporter"
"Q07837","Transporter"
"Q95XZ6","Transporter"
"Q6YBV0","Transporter"
"Q5AG77","Transporter"
"P48813","Transporter"
"A0A1D8PK89","Transporter"
"A0A1D8PNP3","Transporter"
"Q84UC7","Transporter"
"Q9ZU50","Transporter"
"Q9N1R6","Transporter"
"Q9W056","Transporter"
"P38084","Transporter"
"Q10901","Transporter"
"P43548","Transporter"
"Q8N8R3","Transporter"
"P63115","Transporter"
"O80638","Transporter"
"Q9LPF1","Transporter"
"P38358","Transporter"
"P39277","Transporter"
"Q8K415","Transporter"
"Q9VT04","Transporter"
"Q9W4C5","Transporter"
"Q9D687","Transporter"
"P43005","Transporter"
"P51912","Transporter"
"Q9NP91","Transporter"
"A2VCW5","Transporter"
"Q8BWH0","Transporter"
"P0AGE4","Transporter"
"P43004","Transporter"
"P53388","Transporter"
"Q9H936","Transporter"
"P0AFT2","Transporter"
"P64550","Transporter"
"P60061","Transporter"
"P04817","Transporter"
"Q8NBW4","Transporter"
"P38967","Transporter"
"Q9UJS0","Transporter"
"A0A1D8PPI5","Transporter"
"P0AEX7","Transporter"
"Q9LZ20","Transporter"
"P18581","Transporter"
"O08812","Transporter"
"Q12235","Transporter"
"P57757","Transporter"
"O59010","Transporter"
"P0AER8","Transporter"
"Q9DCP2","Transporter"
"Q8K2P7","Transporter"
"Q07534","Transporter"
"Q96DW6","Transporter"
"Q08CI8","Transporter"
"Q761V0","Transporter"
"Q04301","Transporter"
"P25594","Transporter"
"P56564","Transporter"
"P50276","Transporter"
"P31547","Transporter"
"O75387","Transporter"
"Q9Z127","Transporter"
"Q9SVG0","Transporter"
"Q12375","Transporter"
"Q9Y619","Transporter"
"A0A1D8PN88","Transporter"
"A0A1D8PMB1","Transporter"
"Q9CA93","Transporter"
"P07117","Transporter"
"P28573","Transporter"
"P38085","Transporter"
"P23978","Transporter"
"Q8BFU8","Transporter"
"G5EBN9","Transporter"
"P08195","Transporter"
"Q9HBR0","Transporter"
"Q08AI6","Transporter"
"Q09752","Transporter"
"P10346","Transporter"
"P17327","Transporter"
"P14175","Transporter"
"Q0WMZ5","Transporter"
"O48528","Transporter"
"P43007","Transporter"
"Q92536","Transporter"
"Q9SF09","Transporter"
"Q9M647","Transporter"
"O49929","Transporter"
"Q9LZH8","Transporter"
"P32837","Transporter"
"P19145","Transporter"
"P33359","Transporter"
"P33361","Transporter"
"Q8ZPK3","Transporter"
"Q8ZPK1","Transporter"
"Q59WB3","Transporter"
"Q9RR44","Transporter"
"Q9RR45","Transporter"
"P15380","Transporter"
"P0AAF1","Transporter"
"O34742","Transporter"
"P51811","Transporter"
"Q8N697","Transporter"
"P29018","Transporter"
"P46720","Transporter"
"Q9U539","Transporter"
"P34711","Transporter"
"O17444","Transporter"
"Q16572","Transporter"
"P19807","Transporter"
"Q8IWA5","Transporter"
"Q7T2B0","Transporter"
"Q53GD3","Transporter"
"Q8NCS7","Transporter"
"Q9VE46","Transporter"
"P36029","Transporter"
"Q06451","Transporter"
"Q12256","Transporter"
"P0AA47","Transporter"
"Q497L8","Transporter"
"O75751","Transporter"
"Q9TW65","Transporter"
"Q9VQG4","Transporter"
"Q45461","Transporter"
"P0AGH3","Transporter"
"Q27257","Transporter"
"Q7RTT9","Transporter"
"Q45462","Transporter"
"P0AFK4","Transporter"
"P0AAH8","Transporter"
"O76082","Transporter"
"Q01827","Transporter"
"P23975","Transporter"
"P31553","Transporter"
"Q94AN2","Transporter"
"O02228","Transporter"
"Q6X893","Transporter"
"Q8BGY9","Transporter"
"Q7K4Y6","Transporter"
"Q03614","Transporter"
"O76689","Transporter"
"Q6Z8D0","Transporter"
"Q94AG6","Transporter"
"P31645","Transporter"
"P51905","Transporter"
"Q9CAT6","Transporter"
"Q12289","Transporter"
"P38921","Transporter"
"Q9SAK7","Transporter"
"O64515","Transporter"
"Q9LHQ6","Transporter"
"Q940M4","Transporter"
"Q86VW1","Transporter"
"Q9Z2Z6","Transporter"
"P45843","Transporter"
"Q07824","Transporter"
"Q02592","Transporter"
"Q21219","Transporter"
"P39276","Transporter"
"O04514","Transporter"
"Q9FG72","Transporter"
"O82485","Transporter"
"Q16348","Transporter"
"Q9FNL7","Transporter"
"Q924V4","Transporter"
"P33310","Transporter"
"P40900","Transporter"
"Q03518","Transporter"
"Q96F81","Transporter"
"P08005","Transporter"
"P9WFZ7","Transporter"
"Q03519","Transporter"
"P25596","Transporter"
"Q9NP78","Transporter"
"O31710","Transporter"
"P77304","Transporter"
"Q9M390","Transporter"
"P46032","Transporter"
"O01840","Transporter"
"P36837","Transporter"
"P40897","Transporter"
"Q06593","Transporter"
"Q9JIP7","Transporter"
"P32901","Transporter"
"P91679","Transporter"
"Q9VIK2","Transporter"
"P9WGU5","Transporter"
"O14031","Transporter"
"P26903","Transporter"
"P0AAG0","Transporter"
"P24138","Transporter"
"P15365","Transporter"
"O95255","Transporter"
"P28246","Transporter"
"Q95R48","Transporter"
"Q3UHH2","Transporter"
"Q86UG4","Transporter"
"Q3V050","Transporter"
"O32139","Transporter"
"Q46821","Transporter"
"O32140","Transporter"
"Q04895","Transporter"
"P75712","Transporter"
"Q46817","Transporter"
"Q9SRK7","Transporter"
"Q84MA8","Transporter"
"Q94GB1","Transporter"
"Q9FXH5","Transporter"
"Q7XBS0","Transporter"
"P77328","Transporter"
"P33021","Transporter"
"Q9HD47","Transporter"
"Q07307","Transporter"
"Q9ZPR7","Transporter"
"P0AGM9","Transporter"
"P17064","Transporter"
"Q9LZD0","Transporter"
"P0AGM7","Transporter"
"P31466","Transporter"
"P67444","Transporter"
"Q96S37","Transporter"
"Q72CX3","Transporter"
"Q13336","Transporter"
"Q62668","Transporter"
"Q8GZD4","Transporter"
"Q3E7D0","Transporter"
"P33413","Transporter"
"Q80W57","Transporter"
"P0ADL1","Transporter"
"Q9M0Y3","Transporter"
"P42312","Transporter"
"O00337","Transporter"
"O43868","Transporter"
"P45562","Transporter"
"Q62674","Transporter"
"Q9BZD2","Transporter"
"Q944P0","Transporter"
"Q61672","Transporter"
"P31381","Transporter"
"Q9M0Y2","Transporter"
"Q944N8","Transporter"
"P0AFF2","Transporter"
"P0AFF4","Transporter"
"P0A927","Transporter"
"P38196","Transporter"
"Q62773","Transporter"
"P75892","Transporter"
"Q9HAS3","Transporter"
"Q96J66","Transporter"
"P12235","Transporter"
"Q9VQ37","Transporter"
"Q1LZB3","Transporter"
"Q9BYT1","Transporter"
"Q9MA90","Transporter"
"Q9M024","Transporter"
"P38988","Transporter"
"Q06497","Transporter"
"Q9JIM1","Transporter"
"Q6KCM7","Transporter"
"Q8RWA5","Transporter"
"O43808","Transporter"
"Q86I81","Transporter"
"Q54B67","Transporter"
"B0G159","Transporter"
"O04200","Transporter"
"Q8BMG8","Transporter"
"Q08485","Transporter"
"Q9BZV2","Transporter"
"Q9X1G6","Transporter"
"Q5M614","Transporter"
"Q9FI73","Transporter"
"P50726","Transporter"
"P25621","Transporter"
"Q08777","Transporter"
"O43000","Transporter"
"O13880","Transporter"
"P46133","Transporter"
"D2ZZC1","Transporter"
"Q9X2I1","Transporter"
"Q5M245","Transporter"
"A2RI03","Transporter"
"A2RKV5","Transporter"
"O14678","Transporter"
"P0CI36","Transporter"
"A9WGD1","Transporter"
"P53322","Transporter"
"Q07904","Transporter"
"P06609","Transporter"
"Q17766","Transporter"
"P39301","Transporter"
"P41440","Transporter"
"Q9EQN9","Transporter"
"Q9NQ40","Transporter"
"P53099","Transporter"
"Q3LFN0","Transporter"
"G4SDH4","Transporter"
"Q9UT18","Transporter"
"P53241","Transporter"
"P16256","Transporter"
"Q96NT5","Transporter"
"Q9UGH3","Transporter"
"Q7XA87","Transporter"
"D5ARG8","Transporter"
"Q9SKZ5","Transporter"
"Q55721","Transporter"
"Q91X85","Transporter"
"P39953","Transporter"
"O00400","Transporter"
"B4F8I5","Transporter"
"K7VYZ9","Transporter"
"Q08967","Transporter"
"P39719","Transporter"
"O75027","Transporter"
"Q9ZUU9","Transporter"
"P0AF16","Transporter"
"P16260","Transporter"
"P0ABL8","Transporter"
"P51773","Transporter"
"P03705","Transporter"
"P27360","Transporter"
"Q9VVD9","Transporter"
"Q9VEI3","Transporter"
"Q8TB61","Transporter"
"Q9H1N7","Transporter"
"Q9HC21","Transporter"
"Q21642","Transporter"
"Q9NP58","Transporter"
"Q20106","Transporter"
"P53257","Transporter"
"Q93XM7","Transporter"
"Q9NRK6","Transporter"
"A6QR09","Transporter"
"P10090","Transporter"
"Q5PQ27","Transporter"
"P12428","Transporter"
"P40556","Transporter"
"Q54VX4","Transporter"
"Q54BM3","Transporter"
"Q54BF6","Transporter"
"Q9VBN7","Transporter"
"O74395","Transporter"
"O94607","Transporter"
"Q92341","Transporter"
"P38731","Transporter"
"Q08299","Transporter"
"P15029","Transporter"
"P15030","Transporter"
"P23876","Transporter"
"P23878","Transporter"
"P23877","Transporter"
"P26266","Transporter"
"A1A654","Transporter"
"P0AFS5","Transporter"
"Q9SLV0","Transporter"
"Q9FJ87","Transporter"
"Q9LE20","Transporter"
"Q9SZE2","Transporter"
"Q51487","Transporter"
"P33335","Transporter"
"Q9LUH2","Transporter"
"P40475","Transporter"
"P38227","Transporter"
"P37636","Transporter"
"A1L1P9","Transporter"
"Q86VL8","Transporter"
"P0AE06","Transporter"
"Q9UT92","Transporter"
"Q9C994","Transporter"
"Q9FHB6","Transporter"
"O82752","Transporter"
"P32715","Transporter"
"P0AEJ0","Transporter"
"P75830","Transporter"
"Q03263","Transporter"
"Q5T3U5","Transporter"
"B2RYH9","Transporter"
"P9WGF1","Transporter"
"Q2FYJ5","Transporter"
"Q15311","Transporter"
"P96712","Transporter"
"O94911","Transporter"
"Q9HUH5","Transporter"
"P37637","Transporter"
"P69210","Transporter"
"Q2M3G0","Transporter"
"A0A0D1CZ63","Transporter"
"Q96BI1","Transporter"
"Q5ABU7","Transporter"
"Q51397","Transporter"
"P39386","Transporter"
"P23895","Transporter"
"P37340","Transporter"
"Q08902","Transporter"
"Q8TCC7","Transporter"
"P9WJB1","Transporter"
"Q9M3D6","Transporter"
"P0AEY8","Transporter"
"P32716","Transporter"
"P33311","Transporter"
"Q90YM4","Transporter"
"Q5ANA3","Transporter"
"A4IIS8","Transporter"
"P33302","Transporter"
"P50080","Transporter"
"P38124","Transporter"
"P41820","Transporter"
"Q9NUT2","Transporter"
"Q9EPZ7","Transporter"
"P31224","Transporter"
"P53049","Transporter"
"P38767","Transporter"
"P9WJB3","Transporter"
"P36554","Transporter"
"P32568","Transporter"
"Q12908","Transporter"
"Q96EP9","Transporter"
"P32386","Transporter"
"Q8R000","Transporter"
"Q80WK2","Transporter"
"O08705","Transporter"
"Q5PT55","Transporter"
"P09131","Transporter"
"Q66I08","Transporter"
"A9ULC7","Transporter"
"Q86UW2","Transporter"
"O95342","Transporter"
"P14772","Transporter"
"P39109","Transporter"
"Q8BHG3","Transporter"
"P43560","Transporter"
"P38851","Transporter"
"P40550","Transporter"
"Q9NSA0","Transporter"
"Q3KNW5","Transporter"
"Q8IVM8","Transporter"
"Q80UJ1","Transporter"
"Q9H2C2","Transporter"
"Q08001","Transporter"
"P35845","Transporter"
"Q99PE8","Transporter"
"Q9H221","Transporter"
"P0ADV9","Transporter"
"O74552","Transporter"
"Q54HS9","Transporter"
"P33129","Transporter"
"P26949","Transporter"
"P42915","Transporter"
"Q8BI84","Transporter"
"Q5JRA6","Transporter"
"P9WGP5","Transporter"
"P38353","Transporter"
"Q9XH46","Transporter"
"P42252","Transporter"
"P0A843","Transporter"
"Q9SYI0","Transporter"
"D8WUA4","Transporter"
"P9WGP3","Transporter"
"Q9X1R4","Transporter"
"O06446","Transporter"
"P0DJP3","Transporter"
"Q19967","Transporter"
"O96008","Transporter"
"Q7SBR3","Transporter"
"Q9Y584","Transporter"
"Q8J1Z1","Transporter"
"Q9Y5J7","Transporter"
"P62072","Transporter"
"Q9Y5L4","Transporter"
"Q9FXT6","Transporter"
"Q55CA0","Transporter"
"P25386","Transporter"
"Q9C0N3","Transporter"
"Q8IN78","Transporter"
"Q9XFJ8","Transporter"
"Q96PC5","Transporter"
"P38825","Transporter"
"Q94G16","Transporter"
"P9WG97","Transporter"
"O05523","Transporter"
"Q9SJV5","Transporter"
"P28288","Transporter"
"P77468","Transporter"
"P77196","Transporter"
"P33341","Transporter"
"P15321","Transporter"
"Q96QK1","Transporter"
"Q9P0U1","Transporter"
"Q7Z3T8","Transporter"
"Q9W3N6","Transporter"
"P41542","Transporter"
"P32839","Transporter"
"P40094","Transporter"
"Q14746","Transporter"
"Q9T091","Transporter"
"Q6DFM9","Transporter"
"Q19766","Transporter"
"Q5R7D0","Transporter"
"Q961G1","Transporter"
"Q5BL33","Transporter"
"Q21444","Transporter"
"P0AFY6","Transporter"
"Q874C1","Transporter"
"P35672","Transporter"
"P61620","Transporter"
"Q10567","Transporter"
"Q8I8U2","Transporter"
"Q9P7N2","Transporter"
"Q13367","Transporter"
"P54362","Transporter"
"P35181","Transporter"
"O14617","Transporter"
"Q12028","Transporter"
"O43747","Transporter"
"P17427","Transporter"
"P07110","Transporter"
"P23644","Transporter"
"Q9Y8C0","Transporter"
"P35818","Transporter"
"P45779","Transporter"
"P53239","Transporter"
"P39952","Transporter"
"F4I0P8","Transporter"
"Q01244","Transporter"
"P15644","Transporter"
"Q1PF33","Transporter"
"P33941","Transporter"
"P19934","Transporter"
"Q9XH75","Transporter"
"P30130","Transporter"
"P56371","Transporter"
"P14906","Transporter"
"P69423","Transporter"
"P32915","Transporter"
"P35179","Transporter"
"P0AG99","Transporter"
"P53969","Transporter"
"P10408","Transporter"
"P52870","Transporter"
"P0AGA2","Transporter"
"P0AG96","Transporter"
"Q8GZ79","Transporter"
"O74700","Transporter"
"P32897","Transporter"
"P57744","Transporter"
"Q12328","Transporter"
"P56785","Transporter"
"P53299","Transporter"
"P87108","Transporter"
"P25714","Transporter"
"Q9TVM2","Transporter"
"P69428","Transporter"
"Q7Y1W1","Transporter"
"Q8VCW4","Transporter"
"P21825","Transporter"
"P91926","Transporter"
"P82874","Transporter"
"P82873","Transporter"
"P35180","Transporter"
"P69425","Transporter"
"O48950","Transporter"
"Q96JB2","Transporter"
"Q8LPR8","Transporter"
"P76655","Transporter"
"O67305","Transporter"
"Q10137","Transporter"
"P60467","Transporter"
"P24280","Transporter"
"Q9Y5J9","Transporter"
"Q96CW1","Transporter"
"Q10168","Transporter"
"Q96JA3","Transporter"
"Q19131","Transporter"
"P57740","Transporter"
"P39705","Transporter"
"P52591","Transporter"
"P49790","Transporter"
"P40368","Transporter"
"P52891","Transporter"
"Q02630","Transporter"
"P35729","Transporter"
"Q8NFH5","Transporter"
"P32499","Transporter"
"P48837","Transporter"
"Q05166","Transporter"
"P20676","Transporter"
"P49686","Transporter"
"Q02199","Transporter"
"Q03790","Transporter"
"Q96HA1","Transporter"
"P14907","Transporter"
"P70582","Transporter"
"P36161","Transporter"
"P70581","Transporter"
"Q02629","Transporter"
"O75694","Transporter"
"P40477","Transporter"
"Q9V466","Transporter"
"Q10331","Transporter"
"Q9GYU8","Transporter"
"Q9VXE6","Transporter"
"O13838","Transporter"
"Q09601","Transporter"
"O74500","Transporter"
"F6ZDS4","Transporter"
"Q5EE04","Transporter"
"D3ZEH5","Transporter"
"Q6AXF6","Transporter"
"Q9GZC8","Transporter"
"Q8LLD0","Transporter"
"Q8NA29","Transporter"
"P16258","Transporter"
"Q5GJ75","Transporter"
"Q8L4R0","Transporter"
"Q9LTR2","Transporter"
"Q80X80","Transporter"
"A4IH46","Transporter"
"Q66JG2","Transporter"
"Q91V24","Transporter"
"Q8IZY2","Transporter"
"Q08DX7","Transporter"
"A2CER7","Transporter"
"Q9D232","Transporter"
"Q8VY77","Transporter"
"Q18879","Transporter"
"Q9BZF2","Transporter"
"Q96SU4","Transporter"
"P37642","Transporter"
"Q9GQQ0","Transporter"
"Q8RXN0","Transporter"
"Q12200","Transporter"
"Q9JIZ9","Transporter"
"Q9NRQ2","Transporter"
"Q9H4L5","Transporter"
"Q8VEK0","Transporter"
"Q04006","Transporter"
"Q9BZF3","Transporter"
"P38206","Transporter"
"Q8K448","Transporter"
"Q8IUA7","Transporter"
"Q86UK0","Transporter"
"Q6T3U4","Transporter"
"O81016","Transporter"
"Q9ESR9","Transporter"
"Q9DFS4","Transporter"
"O35604","Transporter"
"A1A5B4","Transporter"
"Q9BYT9","Transporter"
"Q9C8K2","Transporter"
"P53860","Transporter"
"O95477","Transporter"
"Q9BZF1","Transporter"
"Q9H0X9","Transporter"
"P47008","Transporter"
"P35844","Transporter"
"P45844","Transporter"
"P0AF98","Transporter"
"Q12451","Transporter"
"Q02201","Transporter"
"A6NFX1","Transporter"
"Q14AT5","Transporter"
"Q5TA50","Transporter"
"Q91VM4","Transporter"
"P9WK65","Transporter"
"Q05776","Transporter"
"O00562","Transporter"
"Q9BZ72","Transporter"
"P78363","Transporter"
"Q8BIJ7","Transporter"
"Q9D1N2","Transporter"
"Q8IV16","Transporter"
"Q08417","Transporter"
"Q9JJ00","Transporter"
"P69212","Transporter"
"Q99758","Transporter"
"E9PU17","Transporter"
"Q9W552","Transporter"
"O43315","Transporter"
"Q9FL59","Transporter"
"P02930","Transporter"
"P13090","Transporter"
"Q9LYT3","Transporter"
"P60881","Transporter"
"Q63089","Transporter"
"O17528","Transporter"
"Q7KZN9","Transporter"
"Q9UJ90","Transporter"
"A6NH21","Transporter"
"Q5QNI1","Transporter"
"P40416","Transporter"
"P56134","Transporter"
"O75947","Transporter"
"P81449","Transporter"
"Q9VAJ3","Transporter"
"Q9VL84","Transporter"
"P31826","Transporter"
"Q9BXT2","Transporter"
"Q8WXS5","Transporter"
"Q5M8M9","Transporter"
"Q5VT99","Transporter"
"P48613","Transporter"
"Q7SXW0","Transporter"
"Q94KK6","Transporter"
"P42838","Transporter"
"Q9ET78","Transporter"
"Q9NP61","Transporter"
"O74872","Transporter"
"Q17602","Transporter"
"Q03327","Transporter"
"P35200","Transporter"
"Q8R1B5","Transporter"
"Q8IPM8","Transporter"
"Q9NZP6","Transporter"
"O14300","Transporter"
"Q8I0L6","Transporter"
"O34897","Transporter"
"P27303","Transporter"
"P00167","Transporter"
"Q12407","Transporter"
"P02929","Transporter"
"Q3UFJ6","Transporter"
"P53142","Transporter"
"Q6UXN7","Transporter"
"Q9U4L6","Transporter"
"Q9LHE5","Transporter"
"A1Z8P9","Transporter"
"Q32KP9","Transporter"
"Q86HW7","Transporter"
"P37327","Transporter"
"Q09764","Transporter"
"P46482","Transporter"
"D6W196","Transporter"
"Q91Y94","Transporter"
"P53389","Transporter"
"Q8VHK5","Transporter"
"Q96H78","Transporter"
"P0CF19","Transporter"
"O74899","Transporter"
"Q58442","Transporter"
"Q05131","Transporter"
"P38087","Transporter"
"Q08234","Transporter"
"P0CF20","Transporter"
"Q10937","Transporter"
"Q94BZ1","Transporter"
"Q9S814","Transporter"
"P53918","Transporter"
"Q54GU0","Transporter"
"Q20799","Transporter"
"Q9MAG3","Transporter"
"Q8LPQ6","Transporter"
"Q7PC88","Transporter"
"Q8GU82","Transporter"
"Q9SIT6","Transporter"
"Q8T5Z7","Transporter"
"Q8K441","Transporter"
"Q93YS4","Transporter"
"Q3E9B8","Transporter"
"Q8RY46","Transporter"
"Q9LZB8","Transporter"
"Q84K47","Transporter"
"Q5Z9S8","Transporter"
"Q8GU86","Transporter"
"Q99P81","Transporter"
"Q7XA72","Transporter"
"Q84TH5","Transporter"
"Q8LPJ4","Transporter"
"Q8GZ52","Transporter"
"Q0JLC5","Transporter"
"Q2QV81","Transporter"
"B9GDE5","Transporter"
"Q9ZU35","Transporter"
"Q5SSE9","Transporter"
"Q55DA0","Transporter"
"Q62425","Transporter"
"Q76P23","Transporter"
"Q6Y306","Transporter"
"Q8ZKQ3","Transporter"
"P92541","Transporter"
"Q8NBP5","Transporter"
"Q9S3R9","Transporter"
"Q9VVV2","Transporter"
"Q4V8E5","Transporter"
"Q5BEJ9","Transporter"
"Q9C6W5","Transporter"
"Q7PC86","Transporter"
"Q9LFH0","Transporter"
"Q7PC85","Transporter"
"Q1PEH6","Transporter"
"Q9FLX5","Transporter"
"Q84M24","Transporter"
"Q86UQ4","Transporter"
"P38735","Transporter"
"Q9SJK6","Transporter"
"Q94JU2","Transporter"
"Q8VYZ7","Transporter"
"Q9LI65","Transporter"
"F4J9A3","Transporter"
"Q8W4R9","Transporter"
"Q945L4","Transporter"
"Q6NMB7","Transporter"
"Q57556","Transporter"
"P76198","Transporter"
"Q03829","Transporter"
"P0AA70","Transporter"
"Q12519","Transporter"
"O74839","Transporter"
"P25351","Transporter"
"P53134","Transporter"
"O94343","Transporter"
"O74901","Transporter"
"Q03193","Transporter"
"O35043","Transporter"
"P78763","Transporter"
"P53273","Transporter"
"P53120","Transporter"
"P0AFS7","Transporter"
"O13714","Transporter"
"O94695","Transporter"
"P38750","Transporter"
"P0AGM0","Transporter"
"P93312","Transporter"
"O59698","Transporter"
"O59785","Transporter"
"O74829","Transporter"
"Q46892","Transporter"
"Q9ZUS1","Transporter"
"F4IJ08","Transporter"
"Q9LV20","Transporter"
"Q8GXB4","Transporter"
"Q9SUF1","Transporter"
"F4JMI7","Transporter"
"Q9FGG3","Transporter"
"F4HZQ7","Transporter"
"P9WFM3","Transporter"
"Q9SUD5","Transporter"
"Q11180","Transporter"
"Q05497","Transporter"
"P9WFM5","Transporter"
"F4I5D5","Transporter"
"Q9M130","Transporter"
"Q9FL41","Transporter"
"Q4PT23","Transporter"
"O81845","Transporter"
"Q9C7U1","Transporter"
"Q9XI74","Transporter"
"P39618","Transporter"
"Q55FL1","Transporter"
"Q9NGP5","Transporter"
"P0AFU0","Transporter"
"Q8IZD6","Transporter"
"Q8BHJ6","Transporter"
"Q9C101","Transporter"
"P38318","Transporter"
"Q8CD54","Transporter"
"Q3KQZ1","Transporter"
"Q5HZI9","Transporter"
"Q5H9E4","Transporter"
"Q8N5S1","Transporter"
"Q8K424","Transporter"
"Q8R4P5","Transporter"
"Q8WWG9","Transporter"
"Q9Z2T1","Transporter"
"Q9ERS1","Transporter"
"Q9NS61","Transporter"
"Q7XUW4","Transporter"
"O70578","Transporter"
"Q8N5C1","Transporter"
"Q21123","Transporter"
"Q63113","Transporter"
"P97808","Transporter"
"Q9H427","Transporter"
"Q9JJV7","Transporter"
"P58549","Transporter"
"Q9NY47","Transporter"
"Q27295","Transporter"
"Q9SKD6","Transporter"
"O01393","Transporter"
"P34374","Transporter"
"O88298","Transporter"
"D3Z5L6","Transporter"
"Q9Y267","Transporter"
"Q6PH61","Transporter"
"A2ADF7","Transporter"
"Q4V8K4","Transporter"
"Q6DHC3","Transporter"
"Q6Q0C1","Transporter"
"Q6ZT89","Transporter"
"Q9GZN6","Transporter"
"P0AGH5","Transporter"
"Q96IW7","Transporter"
"Q8C8S3","Transporter"
"P40401","Transporter"
"P53394","Transporter"
"Q99442","Transporter"
"Q803X0","Transporter"
"Q03567","Transporter"
"P40400","Transporter"
"P82805","Transporter"
"P36142","Transporter"
"Q09906","Transporter"
"Q6A4L0","Transporter"
"Q1ECW7","Transporter"
"Q5U3V7","Transporter"
